0.0000000000,0,-0.0000000040,,,
0.0040000000,0,-142.8724834896,,,
0.0079999999,0,1657.0505199484,,,
0.0119999999,0,6215.2950534566,,,
0.0159999998,0,4081.7230921278,,,
0.0199999998,0,-5029.6584343496,,,
0.0240000000,0,-4822.9239305781,,,
0.0279999999,0,825.0056418186,,,
0.0319999999,0,-595.5309033008,,,
0.0359999998,0,-2767.1100779882,,,
0.0399999998,0,-2233.7253459333,,,
0.0440000000,0,-1261.5999099785,,,
0.0480000000,0,-441.5640173313,,,
0.0519999999,0,-284.9057466150,,,
0.0559999999,0,298.5499118314,,,
0.0599999998,0,-138.7669187135,,,
0.0639999998,0,-609.0412657662,,,
0.0680000000,0,958.6938787574,,,
0.0719999999,0,1794.1611532749,,,
0.0759999999,0,462.3420867363,,,
0.0799999998,0,-609.4284870828,,,
0.0839999998,0,659.5343050680,,,
0.0880000000,0,1934.9810021204,,,
0.0919999999,0,622.1884001214,,,
0.0959999999,0,-833.7598298531,,,
0.0999999999,0,17.7514336165,,,
0.1039999998,0,1260.0509282815,,,
0.1079999998,0,513.8457570597,,,
0.1120000000,0,-802.7823316187,,,
0.1159999999,0,-422.7558699955,,,
0.1199999999,0,576.3339240421,,,
0.1239999998,0,304.8635829734,,,
0.1279999998,1,-525.8396365936,,,
0.1319999998,1,-455.5267242003,,,
0.1359999997,1,85.6875612549,,,
0.1399999997,1,84.1283616132,,,
0.1439999996,1,-169.8304998950,,,
0.1479999996,1,-148.7788000374,,,
0.1519999998,1,-105.4034269010,,,
0.1559999997,1,-135.2822065435,,,
0.1599999997,1,58.0108097246,,,
0.1639999996,1,202.6300802685,,,
0.1679999996,1,-127.9643030835,,,
0.1719999998,1,-367.9190823600,,,
0.1759999997,1,92.5639491889,,,
0.1799999997,1,488.1714864297,,,
0.1839999997,1,-6.6761574833,,,
0.1879999996,1,-522.0317279348,,,
0.1919999996,1,-11.9395414000,,,
0.1959999998,1,632.6325399734,,,
0.1999999997,1,165.8948249909,,,
0.2039999997,1,-580.3595384803,,,
0.2079999996,1,-193.2584319877,,,
0.2119999996,1,611.0654745146,,,
0.2159999998,1,303.5214987055,,,
0.2199999997,1,-544.3848343001,,,
0.2239999997,1,-354.7678155275,,,
0.2279999997,1,475.6360048138,,,
0.2319999996,1,386.3066073029,,,
0.2359999996,1,-416.2679932768,,,
0.2399999998,1,-436.6189132210,,,
0.2439999997,1,294.4567210678,,,
0.2479999997,1,396.5512458696,,,
0.2519999996,1,-238.5108062023,,,
0.2559999996,2,-393.2326544209,,,
0.2599999995,2,140.6164172379,,,
0.2639999995,2,334.2640081554,,,
0.2679999995,2,-81.7037817424,,,
0.2719999994,2,-278.7145554016,,,
0.2759999994,2,26.3477333181,,,
0.2799999996,2,207.9012210488,,,
0.2839999995,2,16.6970742242,,,
0.2879999995,2,-114.0524661161,,,
0.2919999994,2,-13.2889221841,,,
0.2959999994,2,47.2804401443,,,
0.2999999996,2,9.7125323885,,,
0.3039999995,2,24.9984607218,,,
0.3079999995,2,16.9349364243,,,
0.3119999995,2,-79.3733684381,,,
0.3159999994,2,-42.3830675686,,,
0.3199999994,2,140.0958471039,,,
0.3239999996,2,100.3160461561,,,
0.3279999995,2,-165.6888428074,,,
0.3319999995,2,-149.4405207222,,,
0.3359999994,2,188.7949674856,,,
0.3399999994,2,211.2216407999,,,
0.3439999996,2,-185.9669101535,,,
0.3479999995,2,-264.4554326502,,,
0.3519999995,2,164.6411984269,,,
0.3559999994,2,300.1956991132,,,
0.3599999994,2,-151.1968279522,,,
0.3639999994,2,-352.7039498060,,,
