0.0000000000,0,-0.0000000000,,,
0.0040000000,0,-0.4152538770,,,
0.0079999999,0,2.8336815047,,,
0.0119999999,0,35.8309176496,,,
0.0159999998,0,148.4188401067,,,
0.0199999998,0,371.6696146719,,,
0.0240000000,0,687.8324647275,,,
0.0279999999,0,1061.7651737763,,,
0.0319999999,0,1473.5266046723,,,
0.0359999998,0,1907.7085576476,,,
0.0399999998,0,2338.5433220333,,,
0.0440000000,0,2736.5704278269,,,
0.0480000000,0,3079.1999055239,,,
0.0519999999,0,3352.3396887759,,,
0.0559999999,0,3548.7490949231,,,
0.0599999998,0,3665.2185010852,,,
0.0639999998,0,3698.3554256919,,,
0.0680000000,0,3647.0702241732,,,
0.0719999999,0,3519.7501689415,,,
0.0759999999,0,3331.3661505059,,,
0.0799999998,0,3092.4114089707,,,
0.0839999998,0,2808.5356127399,,,
0.0880000000,0,2491.0401221874,,,
0.0919999999,0,2157.5836386521,,,
0.0959999999,0,1820.6521456576,,,
0.0999999999,0,1484.3002990343,,,
0.1039999998,0,1153.8674127810,,,
0.1079999998,0,839.9146251742,,,
0.1120000000,0,549.9240187603,,,
0.1159999999,0,283.7571799779,,,
0.1199999999,0,40.1864819477,,,
0.1239999998,0,-178.3057860411,,,
0.1279999998,1,-369.8129543892,,,
0.1319999998,1,-536.9476509828,,,
0.1359999997,1,-683.9355465949,,,
0.1399999997,1,-813.1429548608,,,
0.1439999996,1,-926.0111804519,,,
0.1479999996,1,-1024.8487237986,,,
0.1519999998,1,-1112.6296286028,,,
0.1559999997,1,-1192.3266286596,,,
0.1599999997,1,-1266.2791102973,,,
0.1639999996,1,-1335.3674474227,,,
0.1679999996,1,-1399.8577488960,,,
0.1719999998,1,-1461.5053868260,,,
0.1759999997,1,-1522.7978855292,,,
0.1799999997,1,-1583.7218176583,,,
0.1839999997,1,-1642.1301727263,,,
0.1879999996,1,-1697.9027006590,,,
0.1919999996,1,-1753.2876348573,,,
0.1959999998,1,-1808.2527525458,,,
0.1999999997,1,-1859.4836344166,,,
0.2039999997,1,-1905.4161930183,,,
0.2079999996,1,-1948.1479166150,,,
0.2119999996,1,-1988.5314471619,,,
0.2159999998,1,-2023.6149515280,,,
0.2199999997,1,-2051.3371078596,,,
0.2239999997,1,-2073.7476847286,,,
0.2279999997,1,-2092.8261469661,,,
0.2319999996,1,-2106.8034155146,,,
0.2359999996,1,-2113.6842754278,,,
0.2399999998,1,-2115.1805093466,,,
0.2439999997,1,-2113.9040797765,,,
0.2479999997,1,-2109.3311428146,,,
0.2519999996,1,-2099.7736486156,,,
0.2559999996,2,-2086.1836429832,,,
0.2599999995,2,-2070.8562278515,,,
0.2639999995,2,-2053.9477145463,,,
0.2679999995,2,-2034.1268508533,,,
0.2719999994,2,-2011.5518356857,,,
0.2759999994,2,-1987.7248158612,,,
0.2799999996,2,-1963.1211987318,,,
0.2839999995,2,-1936.9623190005,,,
0.2879999995,2,-1908.8830733688,,,
